Id,Observation Date,Family,Genus,Species,Names of Collectors,Diameter at 1.3m,Max Diameter,Max Diameter POM,Condition Codes,Location Codes,Sampling Period,Comments,Data Level,Sampling Unit Name,Latitude,Longitude,Method,Subplot Number,1ha Plot X Coordinate,1ha Plot Y Coordinate,Tree Number,Site Name,1ha Plot Number,Elevation,Protocol Version,Data Set Creator Institution,Data Set Creator Scientist
478982,6/17/15,Bignoniaceae,Amphilophium,paniculatum,Abelino Valdes,15.2,,,,,2014.01,,Level 0,VL-BCI-4-002118,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478983,6/17/15,Dilleniaceae,Davilla,nitida,Abelino Valdes,13.6,,,,,2014.01,,Level 0,VL-BCI-4-827466,,,,18,,,827466,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478984,6/24/15,Convolvulaceae,Maripa,panamensis,Oldemar Valdes,15.5,,,,,2014.01,,Level 0,VL-BCI-2-838435,,,,18,,,838435,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478985,6/24/15,Malpighiaceae,Heteropterys,laurifolia,Abelino Valdes,11.4,,,,,2014.01,,Level 0,VL-BCI-2-838436,,,,16,,,838436,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478986,6/24/15,Combretaceae,Combretum,laxum,Abelino Valdes,11.5,,,,,2014.01,,Level 0,VL-BCI-2-838437,,,,16,,,838437,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478987,6/15/15,Sapindaceae,Thinouia,myriantha,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001917,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478988,6/15/15,Fabaceae,Entada,gigas,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001931,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478989,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001915,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478990,6/15/15,Fabaceae,Acacia,hayesii,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001916,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478991,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-002128,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478992,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-002129,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478993,6/15/15,Fabaceae,Entada,gigas,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001909,,,,6,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478994,6/15/15,Celastraceae,Prionostemma,aspera,Boris Bernal,19.1,,,,,2014.01,,Level 0,VL-BCI-5-001709,,,,20,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478995,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,13.9,,,,,2014.01,,Level 0,VL-BCI-5-011492.101,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478996,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,11.4,,,,,2014.01,,Level 0,VL-BCI-5-011492.202,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478997,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,,,,K,,2014.01,,Level 0,VL-BCI-5-011493,,,,24,,,11493,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478998,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,17.4,,,,,2014.01,,Level 0,VL-BCI-1-839556,,,,4,,,839556,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478999,6/26/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.6,,,,,2014.01,,Level 0,VL-BCI-1-839557,,,,5,,,839557,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479000,6/26/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,15.8,,,,,2014.01,,Level 0,VL-BCI-1-828548,,,,12,,,828548,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479001,6/29/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804639,,,,21,,,804639,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479002,6/29/15,Fabaceae,Machaerium,milleflorum,Oldemar Valdes,,,,N,,2014.01,,Level 0,VL-BCI-1-804640,,,,22,,,804640,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479003,6/29/15,Celastraceae,Prionostemma,aspera,Oldemar Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804641,,,,22,,,804641,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479004,6/29/15,Celastraceae,Prionostemma,aspera,Oldemar Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804642,,,,22,,,804642,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479005,6/29/15,Convolvulaceae,Maripa,panamensis,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-839558,,,,23,,,839558,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479006,6/29/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.8,,,,,2014.01,,Level 0,VL-BCI-1-828545,,,,24,,,828545,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479007,6/29/15,Combretaceae,Combretum,laxum,Abelino Valdes,12,,,,,2014.01,Species was corrected,Level 0,VL-BCI-1-828547,,,,24,,,828547,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479008,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,14,,,,,2014.01,,Level 0,VL-BCI-1-521051,,,,1,,,521051,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479009,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,13.5,,,,,2014.01,,Level 0,VL-BCI-1-828543,,,,2,,,828543,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479010,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,,,,N,,2014.01,,Level 0,VL-BCI-1-828544,,,,2,,,828544,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479059,6/17/15,Celastraceae,Hippocratea,volubilis,Abelino Valdes,12.1,,,,,2014.01,,Level 0,VL-BCI-4-001484.101,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479060,6/17/15,Apocynaceae,Odontadenia,puncticulosa,Abelino Valdes,12.3,,,,,2014.01,,Level 0,VL-BCI-4-855647,,,,11,,,855647,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
479061,6/26/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,10,,,,,2014.01,,Level 0,VL-BCI-1-012816,,,,13,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
